condition,repeat_idx,order,segment_id,duration_s,chars,text,full_latency_ms,stt_latency_ms
3x,3,7,rx-1789021134.431-11,0.31996607780456543,11,두 3번. 두 3번.,483.7944507598877,470.82125997985713
3x,3,8,rx-1789021134.815-12,0.2879912853240967,7,저렇게 말해봐,554.1858673095703,422.2887769865338
3x,3,9,rx-1789021138.367-13,0.3199167251586914,9,저희 집 알려주세,485.37182807922363,468.43917600926943
3x,3,10,rx-1789021138.943-14,0.41591572761535645,12,저는 잠깐 잠깐 잠??,612.5035285949707,587.7137250208762
3x,4,0,rx-1789021189.370-2,6.410369873046875,19,예전에 알고 있지만 겸손한 겁니다.,838.6952877044678,817.8627000015695
3x,4,1,rx-1789021196.261-3,1.3757195472717285,22,예를 들어서 말고 있지만 겸손한 겁니다.,912.4703407287598,887.5272489967756
3x,4,2,rx-1789021198.149-4,1.3117246627807617,24,네 저희 삼지 말고 저희가 겸손하게 봅니다.,1252.8769969940186,1231.6880709840916
3x,4,3,rx-1789021201.957-6,1.215698003768921,21,내 둘 다 말고 저한테 무서운 겁니다.,898.9059925079346,869.7752349835355
3x,4,4,rx-1789021203.909-7,0.8636715412139893,27,알고 있습니다. 겸손하고 알고 있습니다. 겸손하고,1239.5455837249756,1210.1871840131935
3x,4,5,rx-1789021205.669-8,1.279627799987793,22,네 두 분 함께 말고 저한테 감사합니다.,1040.5058860778809,1026.9643060164526
3x,4,6,rx-1789021208.485-9,0.28798794746398926,3,그러면,200.70719718933105,171.81256000185385
3x,4,7,rx-1789021211.429-11,0.32001614570617676,11,두 3번. 두 3번.,490.3888702392578,477.4822430044878
3x,4,8,rx-1789021211.813-12,0.28800439834594727,7,저렇게 말해봐,567.6064491271973,429.1344470111653
3x,4,9,rx-1789021215.365-13,0.32006311416625977,9,저희 집 알려주세,538.813591003418,521.0433739994187
3x,4,10,rx-1789021215.941-14,0.41571474075317383,12,저는 잠깐 잠깐 잠??,616.3709163665771,591.474865010241
